"문제번호","과목코드","과목명","대단원번호","대단원명","중단원번호","중단원명","섹션번호","섹션명","키워드","유형","난이도","배점","문제내용","보기1","보기2","보기3","보기4","정답","해설"
"131","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","솔레노이드의 정의로 옳은 것은?","원형 도선 한 개를 평면 위에 놓은 것","도선을 직선으로 길게 펴 놓은 것","도선을 원통 모양으로 촘촘하게 여러 번 감은 것","두 개의 평행한 직선 도선","3","솔레노이드는 도선을 원통 모양으로 촘촘하게 여러 번 감은 것입니다."
"132","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전류가 흐르는 솔레노이드 내부 자기장의 특징으로 옳은 것은?","내부 자기장은 균일하지 않고 위치마다 크게 다르다.","내부에는 자기장이 전혀 생기지 않는다.","내부에서 자기장의 방향은 중심축에 나란하며, 내부 자기장은 균일하다.","내부 자기장은 외부 자기장과 반대 방향이다.","3","솔레노이드 내부에서는 중심축에 나란한 방향의 균일한 자기장이 생깁니다. 외부에는 막대자석이 만드는 자기장과 비슷한 모양이 생깁니다."
"133","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","솔레노이드 내부 자기장의 세기는 무엇에 비례하는가?","전류의 세기에만 비례","단위 길이당 도선의 감은 수에만 비례","전류의 세기와 단위 길이당 도선의 감은 수에 각각 비례","솔레노이드의 전체 길이에 비례","3","솔레노이드 내부 자기장의 세기는 전류의 세기 I와 단위 길이당 도선의 감은 수 n에 각각 비례합니다. (B ∝ nI)"
"134","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전자석을 만드는 가장 효과적인 방법으로 옳은 것은?","솔레노이드 안에 종이를 넣는다.","솔레노이드 안에 강자성체를 넣는다.","솔레노이드 안에 반자성체를 넣는다.","솔레노이드 안을 비워둔다.","2","전자석은 솔레노이드(코일) 안에 강자성체를 넣어 만든 강한 자석입니다. 강자성체가 외부 자기장(코일이 만드는 자기장) 방향으로 강하게 자기화되어 자기장 세기를 크게 만듭니다."
"135","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전자석이 영구 자석에 비해 갖는 가장 큰 장점으로 옳은 것은?","크기가 항상 더 작다.","전류가 흐르는 동안에만 자기장이 생기므로 자기력을 켜고 끌 수 있다.","전류 없이도 영구히 자기장을 만든다.","온도와 무관하게 항상 강한 자기력을 갖는다.","2","전자석은 전류가 흐르는 동안에만 자기장이 생기므로, 전류를 켜고 끄는 것만으로 자기력을 자유롭게 켜고 끌 수 있습니다. 무거운 고철을 들어 올려서 원하는 장소에 내려놓는 전자석 기중기가 대표적인 예입니다."
"136","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전자석 기중기에 대한 설명으로 옳은 것은?","영구 자석으로 만들어 항상 자기력을 발휘한다.","초전도체로만 만들 수 있다.","축전기를 이용해 무거운 물체를 든다.","솔레노이드 안에 강자성체를 넣어 만든 강한 전자석을 이용한다.","4","전자석 기중기는 솔레노이드 안에 강자성체를 넣어 만든 강한 전자석을 이용합니다. 전자석은 자기장 세기를 크게 만들 수 있고, 전류를 끊으면 자성이 사라지므로 무거운 고철을 원하는 장소에 내려놓을 수 있습니다."
"137","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전류가 흐르는 도선이 외부 자기장 속에 놓일 때 일어나는 현상으로 옳은 것은?","도선에 전류가 사라진다.","외부 자기장이 사라진다.","도선이 만드는 자기장과 외부 자기장이 상호작용하여 도선이 자기력을 받는다.","도선의 색깔이 변한다.","3","전류가 흐르는 도선이 외부 자기장 속에 놓이면, 전류가 만드는 자기장과 외부 자기장이 상호작용하여 도선이 자기력을 받게 됩니다. 이것이 전동기·스피커의 작동 원리입니다."
"138","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","길이 L인 도선에 세기 I의 전류가 흐를 때, 자기장 세기 B인 균일한 자기장 속(전류와 자기장이 수직)에서 도선이 받는 힘 F의 크기를 옳게 나타낸 식은?","F = B / (IL)","F = BI / L","F = BIL","F = B + I + L","3","균일한 자기장 B에 수직으로 놓인 길이 L의 도선에 전류 I가 흐를 때 도선이 받는 힘의 크기는 F = BIL 입니다."
"139","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","자기장 속 전류 도선이 받는 힘에 대한 설명으로 옳지 않은 것은?","전류의 세기에 비례한다.","도선의 길이에 비례한다.","외부 자기장의 세기에 비례한다.","전류의 방향과 무관하다.","4","F = BIL 에서 힘의 크기는 B, I, L에 모두 비례합니다. 그러나 힘의 '방향'은 전류 방향과 자기장 방향에 의해 결정되므로, 전류 방향이 반대가 되면 힘의 방향도 반대가 됩니다. 따라서 '전류의 방향과 무관하다'는 설명은 옳지 않습니다."
"140","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","자기장 속에 놓인 직선 도선에 흐르는 전류의 방향이 반대로 바뀌었을 때, 도선이 받는 자기력의 변화로 옳은 것은?","크기는 같지만 방향이 반대로 바뀐다.","크기와 방향 모두 변하지 않는다.","크기는 2배가 되고 방향은 같다.","자기력이 0이 된다.","1","전류 방향만 반대가 되면 도선이 만드는 자기장 방향이 반대가 되어, 외부 자기장과의 상호작용으로 받는 자기력의 방향도 반대가 됩니다. 크기는 그대로(F = BIL)입니다."
"141","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전동기의 에너지 전환 과정으로 옳은 것은?","빛 에너지 → 전기 에너지","열 에너지 → 전기 에너지","운동 에너지 → 소리 에너지","전기 에너지 → 운동 에너지","4","전동기는 전류의 자기 작용을 이용하여 전기 에너지를 운동 에너지로 전환하는 장치입니다."
"142","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전동기의 구성 요소로 옳은 것은?","코일과 강자성체인 자석","축전기와 저항","전구와 스위치","변압기와 전선만","1","전동기는 코일과 강자성체인 자석으로 구성되어 있습니다. 코일에 전류가 흐르면 자석과 코일 사이에 자기력이 작용하여 코일이 회전합니다."
"143","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","막대자석 주위의 자기력선에 대한 설명으로 옳은 것은?","자기력선은 자석 안에서 끊어져 있다.","자기력선은 N극에서 나와 S극으로 들어가는 방향으로 그린다.","자기력선은 S극에서 나와 N극으로 들어가는 방향으로 그린다.","자기력선은 자석 주위 어디서나 평행한 직선이다.","2","자기장의 방향은 나침반의 N극이 가리키는 방향으로 정의되므로, 막대자석 주위에서 자기력선은 자석의 N극에서 나와 S극으로 들어가는 방향으로 그립니다. (자석 내부에서는 S극에서 N극 방향으로 이어져 닫힌 곡선을 이룹니다.)"
"144","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","직류 전동기 코일이 회전하는 까닭으로 옳은 것은?","코일이 가열되어 부피가 변하기 때문","정류자가 직접 코일을 밀어주기 때문","코일이 자석을 끌어당기기만 하기 때문","코일의 마주 보는 두 변(예: ab와 cd)에 반대 방향의 자기력이 작용하여 회전력이 생기기 때문","4","직류 전동기에서는 마주 보는 코일의 두 변(예: ab와 cd)에 흐르는 전류 방향이 서로 반대이므로, 같은 외부 자기장 속에서 두 변이 받는 자기력의 방향이 반대가 됩니다. 그 결과 코일은 시계 방향(또는 반시계 방향)으로 돌아가는 회전력을 받습니다."
"145","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","드론에 사용되는 전동기의 작동에 대한 설명으로 옳은 것은?","전동기가 전기 에너지를 빛 에너지로 바꿔 드론을 띄운다.","전동기는 열을 발생시켜 부력을 만든다.","전동기가 소리 에너지를 발생시켜 추진한다.","전동기가 전기 에너지를 운동 에너지(프로펠러 회전)로 전환하여 드론을 구동한다.","4","드론은 전동기를 이용한 장치로, 전기 에너지를 운동 에너지(프로펠러의 회전)로 전환하여 비행합니다."
"146","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","스피커의 작동 원리로 가장 옳은 것은?","코일에 흐르는 전류와 자석 사이의 자기력으로 진동판을 진동시켜 소리를 만든다.","코일에 빛을 비춰 진동판을 흔들어 소리를 만든다.","전기로 자석을 변형시켜 소리를 만든다.","음파가 직접 코일을 흔들어 소리가 난다.","1","스피커는 음성 정보가 전기 신호로 변환되어 코일에 전류를 흐르게 합니다. 코일과 자석 사이에 작용하는 자기력으로 진동판이 진동하면서 소리가 발생합니다."
"147","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","스피커에서 일어나는 에너지 전환 순서로 옳은 것은?","전기 에너지 → 운동 에너지 → 소리 에너지","소리 에너지 → 전기 에너지 → 운동 에너지","운동 에너지 → 소리 에너지 → 전기 에너지","빛 에너지 → 전기 에너지 → 소리 에너지","1","스피커에서는 전류의 전기 에너지가 진동판의 운동 에너지로 전환된 후, 다시 소리 에너지로 전환됩니다."
"148","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전류가 흐르는 코일을 외부에서 바라볼 때 마치 자석처럼 행동하는 까닭으로 옳은 것은?","코일에 흐르는 전류가 솔레노이드(원형 전류의 모임)처럼 한쪽 면을 N극, 다른 면을 S극으로 만드는 자기장을 형성하기 때문","코일 자체가 강자성체이기 때문","코일에 정전기가 모이기 때문","코일이 진동하기 때문","1","전류가 흐르는 코일은 한쪽 면이 N극, 반대쪽 면이 S극인 자기장을 만들기 때문에 마치 작은 자석처럼 행동합니다. 이 원리는 전동기 회전 방향을 직관적으로 찾는 데 활용됩니다."
"149","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","솔레노이드의 자기장 세기를 더 강하게 만들기 위한 방법으로 옳지 않은 것은?","솔레노이드에 흐르는 전류의 세기를 키운다.","단위 길이당 도선의 감은 수를 늘린다.","솔레노이드 안에 강자성체(예: 철심)를 넣는다.","솔레노이드 안을 비워 진공으로 만든다.","4","솔레노이드 내부 자기장 세기는 B ∝ nI 이므로, 전류 I 또는 단위 길이당 감은 수 n을 키우면 강해집니다. 또한 코일 안에 강자성체(철심 등)를 넣으면 강자성체가 자기화되어 자기장이 훨씬 더 강해집니다(전자석 원리). 진공으로 만드는 것은 자기장을 강화하지 않습니다."
"150","PHY","물리학","2","전기와 자기","2","자기","2","전류의 자기 작용","","theory","ba","","전류의 자기 작용에 대한 설명으로 옳지 않은 것은?","1820년 외르스테드가 전류 주위에 자기장이 생기는 것을 발견했다.","직선 전류에 의한 자기장의 세기는 전류에 비례하고 거리에 반비례한다.","솔레노이드 내부 자기장은 위치마다 크게 다르고 균일하지 않다.","전류가 흐르는 도선이 외부 자기장 속에 놓이면 자기력을 받는다.","3","솔레노이드 내부 자기장은 '균일한' 것이 큰 특징입니다(중심축에 나란한 방향). 막대자석 외부의 자기장과 달리 위치에 따라 거의 변하지 않습니다."
"151","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","전자기 유도 현상을 발견한 과학자로 옳은 것은?","옴","외르스테드","패러데이","쿨롱","3","전자기 유도 현상은 1831년경 영국의 물리학자 패러데이(Faraday)가 발견했습니다. 코일과 자석을 이용한 실험을 통해 자기장의 변화에 의해 전류가 유도됨을 밝혀냈습니다."
"152","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","전자기 유도의 정의로 가장 옳은 것은?","전류가 흐르는 도선 주위에 자기장이 생기는 현상","코일을 통과하는 자기 선속이 시간에 따라 변할 때 코일에 유도 전류가 흐르는 현상","자석의 N극과 S극이 서로 끌어당기는 현상","전기가 흐르는 도선이 외부 자기장 속에서 힘을 받는 현상","2","전자기 유도란 코일을 통과하는 자기 선속이 시간에 따라 변할 때, 코일에 유도 전류가 흐르고 그 전류를 흐르게 하는 전압(유도 기전력)이 생기는 현상입니다."
"153","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자가발전 손전등(흔들면 불이 켜지는 손전등)의 작동 원리로 옳은 것은?","손전등 내부의 건전지가 진동으로 충전된다.","손전등을 흔들면 내부의 자석이 코일 속을 왕복 운동하여, 코일을 통과하는 자기 선속이 변하고 유도 전류가 흐른다.","흔드는 마찰열로 LED가 점등된다.","손전등을 흔들면 빛이 직접 발생한다.","2","자가발전 손전등은 흔들면 내부의 자석이 코일 속을 왕복 운동하여, 코일을 통과하는 자기 선속이 시간에 따라 변합니다. 이로 인해 코일에 유도 전류가 흐르고 LED에 불이 켜집니다."
"154","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자기 선속(자속)에 대한 정의로 가장 옳은 것은?","전기장의 변화에 의해 만들어지는 양","어떤 단면을 통과하는 자기장의 양","전류의 변화량을 나타내는 양","전위차의 크기","2","자기 선속(자속, Φ)은 어떤 단면을 통과하는 자기장의 양을 나타내는 물리량입니다."
"155","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자기 선속 Φ, 자기장의 세기 B, 단면의 넓이 A 사이의 관계로 옳은 것은? (단, 자기장이 단면에 수직)","Φ = B / A","Φ = B + A","Φ = B × A","Φ = A / B","3","자기장이 단면에 수직일 때 자기 선속은 자기장 세기와 단면적의 곱으로 정의됩니다. Φ = BA. 자기장이 셀수록(B 클수록), 단면이 넓을수록(A 클수록) 자기 선속이 커집니다."
"156","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자기 선속 Φ에 대한 설명으로 옳지 않은 것은?","자기장의 세기가 클수록 자속이 커진다.","단면의 넓이가 클수록 자속이 커진다.","자속의 시간적 변화는 유도 기전력과 관련이 있다.","자속은 전류의 세기에 의해서만 결정된다.","4","자기 선속은 자기장의 세기 B와 단면적 A에 의해 결정됩니다(Φ=BA). 전류는 자기장을 만드는 원인일 수 있지만, 자속 자체의 정의에 직접 들어가는 양이 아닙니다."
"157","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","패러데이 법칙에 따라 유도 기전력의 크기를 결정하는 두 요소로 옳은 것은?","코일의 색깔과 두께","코일의 감은 수와, 단위시간 동안 코일을 통과하는 자기 선속의 변화","코일의 길이와 무게","전원의 종류와 도선의 재질","2","패러데이 법칙: 유도 기전력의 크기는 (1) 코일의 감은 수(N)가 많을수록 커지고, (2) 단위시간 동안 코일을 통과하는 자기 선속의 변화(ΔΦ/Δt)가 클수록 커집니다."
"158","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","패러데이 법칙을 식으로 옳게 나타낸 것은? (V: 유도 기전력, N: 감은 수, ΔΦ/Δt: 단위시간당 자속 변화량, 부호 무시)","V = N × (ΔΦ/Δt)","V = (ΔΦ/Δt) / N","V = N + (ΔΦ/Δt)","V = N / (ΔΦ × Δt)","1","패러데이 법칙은 V = N × (ΔΦ/Δt) 입니다. (정확한 부호를 포함한 식은 V = -N(ΔΦ/Δt)이며, 음(-)부호는 렌츠 법칙에 의한 유도 기전력의 방향을 나타냅니다.)"
"159","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","패러데이 법칙에서 유도 기전력의 크기를 더 크게 하기 위한 방법으로 옳지 않은 것은?","코일의 감은 수를 늘린다.","자석을 더 빠르게 움직여 단위시간 자속 변화를 크게 한다.","더 강한 자석을 사용하여 자속의 변화를 크게 한다.","코일과 자석을 정지시킨다.","4","코일과 자석이 정지해 있으면 자속 변화가 0이 되어 유도 기전력은 0입니다. 따라서 정지시키는 것은 유도 기전력을 크게 하는 방법이 아닙니다. 감은 수, 자석 속도, 자석 세기를 늘리면 유도 기전력이 커집니다."
"160","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","코일 근처에 자석이 정지해 있을 때, 코일에 흐르는 유도 전류는?","0이다. (전류가 흐르지 않는다)","일정한 큰 값으로 흐른다.","자석의 세기에 비례한다.","자석의 종류에 따라 결정된다.","1","전자기 유도는 자기 선속이 '시간에 따라 변할 때' 일어나는 현상입니다. 자석이 정지해 있으면 자속 변화가 없으므로 유도 기전력도 유도 전류도 0입니다."
"161","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","렌츠 법칙의 핵심 내용으로 옳은 것은?","유도 전류는 자기 선속의 변화를 도와주는 방향으로 흐른다.","유도 전류는 항상 자석 쪽으로 흐른다.","유도 전류는 자기 선속의 변화를 방해하는 방향으로 흐른다.","유도 전류는 항상 자석에서 멀어지는 쪽으로 흐른다.","3","렌츠 법칙: 유도 전류는 코일을 통과하는 자기 선속의 변화를 '방해하는' 방향으로 흐릅니다. 즉, 자속이 증가하면 그 증가를 방해하고, 감소하면 감소를 방해하는 방향으로 자기장이 만들어지도록 유도 전류가 흐릅니다."
"162","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자석의 N극을 코일에 가까이 가져갈 때, 코일에 유도되는 전류가 만드는 자기장의 방향과 그 결과로 코일이 자석에 보이는 효과로 옳은 것은?","자석을 끌어당기는 자기장이 만들어진다.","자석과 직각 방향의 자기장이 만들어진다.","자기장이 만들어지지 않는다.","다가오는 자석을 밀어내는 방향의 자기장이 만들어진다.","4","N극이 다가오면 코일을 통과하는 자속이 증가하므로, 렌츠 법칙에 의해 유도 전류는 그 증가를 방해하는 방향(다가오는 자석을 밀어내는 방향)으로 자기장을 만들도록 흐릅니다."
"163","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자석의 N극을 코일에서 멀리 떼어낼 때, 코일에 유도되는 전류가 만드는 자기장의 방향과 그 결과로 코일이 자석에 보이는 효과로 옳은 것은?","자석을 멀리 밀어내는 방향의 자기장이 만들어진다.","멀어지는 자석을 끌어당기는 방향의 자기장이 만들어진다.","자기장이 사라진다.","자기장과 자석은 서로 무관하다.","2","N극이 멀어지면 코일을 통과하는 자속이 감소하므로, 렌츠 법칙에 의해 유도 전류는 그 감소를 방해하는 방향(멀어지는 자석을 다시 끌어당기는 방향)으로 자기장을 만들도록 흐릅니다."
"164","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자석의 N극을 코일에 가까이 했을 때, 코일에 유도되는 자기장의 방향과 자속 변화의 관계로 옳은 것은?","코일 아래쪽으로 통과하는 자속이 증가하므로, 유도 자기장은 위 방향(증가를 방해)으로 형성된다.","코일 아래쪽으로 통과하는 자속이 감소하므로, 유도 자기장은 위 방향으로 형성된다.","자속 변화가 없으므로 유도 자기장이 만들어지지 않는다.","유도 자기장은 항상 외부 자기장과 같은 방향으로 만들어진다.","1","자석의 N극이 다가오면 코일 아래쪽 방향으로 통과하는 자기 선속이 증가합니다. 렌츠 법칙에 의해 유도 전류는 이 증가를 방해하는 방향, 즉 위 방향의 자기장을 만들도록 흐릅니다."
"165","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","코일에 자석의 N극을 가까이 했을 때 유도 전류가 B → G(검류계) → A 방향으로 흘렀다. 이때 자석의 N극을 코일에서 멀리 하면 유도 전류의 방향은?","B → G → A (변화 없음)","A → G → B (반대 방향)","유도 전류는 흐르지 않는다.","전류 방향이 90° 회전한다.","2","가까이 할 때(자속 증가)와 멀리 할 때(자속 감소)는 자속 변화의 방향이 반대이므로, 렌츠 법칙에 의해 유도 전류 방향도 반대가 됩니다. 가까이 할 때 B→G→A 방향이었다면 멀리 할 때는 A→G→B 방향입니다."
"166","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자석의 N극 대신 S극을 코일에 가까이 가져가면, 같은 상황에서 N극을 가까이 할 때와 비교한 유도 전류의 방향은?","반대 방향이다.","같은 방향이다.","수직 방향이다.","전류가 흐르지 않는다.","1","S극이 다가올 때는 N극과 반대 방향의 자기장이 코일을 통과하므로, 자속 변화 방향이 반대입니다. 따라서 렌츠 법칙에 따라 유도 전류 방향도 N극을 가까이 할 때와 반대가 됩니다."
"167","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","렌츠 법칙은 어떤 보존 법칙의 결과로 해석할 수 있는가?","전하량 보존","에너지 보존","운동량 보존","각운동량 보존","2","렌츠 법칙은 에너지 보존 법칙의 결과로 해석됩니다. 만약 유도 전류가 자속 변화를 '돕는' 방향으로 흐른다면 외부의 일 없이도 점점 더 큰 전류가 흘러 에너지가 무한히 생성되어 보존 법칙에 어긋납니다. 따라서 자석의 움직임을 항상 방해하는 방향으로 흘러야 합니다."
"168","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자석을 코일에 가까이/멀리 움직이며 유도 전류를 만드는 과정에서 일어나는 에너지 전환으로 옳은 것은?","전기 에너지 → 역학적 에너지","역학적 에너지 → 빛 에너지","역학적 에너지 → 전기 에너지","열 에너지 → 화학 에너지","3","자석을 움직일 때 코일에 유도되는 자기장은 항상 자석의 움직임을 방해하므로, 자석을 계속 움직이려면 외부에서 일을 해 주어야 합니다. 이때 줄어든 자석의 역학적 에너지가 코일의 전기 에너지로 전환됩니다."
"169","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자가발전 손전등에서 일어나는 에너지 전환 과정으로 옳은 것은?","전기 에너지 → 빛 에너지 → 운동 에너지","빛 에너지 → 전기 에너지 → 운동 에너지","운동 에너지(흔듦) → 전기 에너지(유도 전류) → 빛 에너지(LED)","열 에너지 → 운동 에너지 → 전기 에너지","3","자가발전 손전등에서는 손으로 흔드는 운동 에너지가 자석의 왕복 운동을 통해 코일에 유도 전류를 만들고(전기 에너지로 전환), 이 전기 에너지로 LED를 켜서 빛 에너지로 전환됩니다."
"170","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","발전기의 작동 원리로 가장 옳은 것은?","축전기를 충·방전시켜 직류를 만든다.","전자기 유도 현상을 이용하여 운동 에너지를 전기 에너지로 전환한다.","전기 에너지를 운동 에너지로 전환한다.","빛 에너지를 직접 전기 에너지로 바꾼다.","2","발전기는 전자기 유도 현상을 이용하여 운동 에너지를 전기 에너지로 전환하는 장치입니다. (전동기와 정확히 반대 방향의 변환)"
"171","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","발전기에서 도선 고리(코일)가 자석 사이에서 회전할 때 유도 전류가 흐르는 까닭으로 옳은 것은?","고리가 가열되기 때문","정류자가 전류를 만들어내기 때문","고리가 자석을 끌어당기기 때문","고리를 통과하는 자기 선속이 시간에 따라 변하기 때문","4","발전기에서 도선 고리가 자석 사이에서 회전하면, 고리의 면이 자기장에 대해 기울어지는 각도가 계속 변하므로 고리를 통과하는 자기 선속이 시간에 따라 변합니다. 이 변화로 인해 패러데이 법칙에 의해 유도 기전력이 발생하고 유도 전류가 흐릅니다."
"172","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","전동기와 발전기의 에너지 전환 방향을 비교한 설명으로 옳은 것은?","전동기와 발전기 모두 전기 → 운동 에너지","전동기와 발전기 모두 운동 → 전기 에너지","전동기는 전기 → 운동, 발전기는 운동 → 전기","전동기는 운동 → 전기, 발전기는 전기 → 운동","3","전동기는 전기 에너지를 운동 에너지로 전환하는 장치이고, 발전기는 그 반대로 운동 에너지를 전기 에너지로 전환하는 장치입니다. 두 장치는 같은 구조(코일+자석)를 가지지만 에너지 흐름이 반대입니다."
"173","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","스마트폰의 무선 충전(자기 유도 방식)이 가능한 까닭으로 옳은 것은?","송신 코일에 시간에 따라 변하는 전류가 흘러 변하는 자속을 만들고, 수신 코일에 유도 전류가 흘러 배터리를 충전한다.","충전기에서 빛이 나와 폰 내부 태양전지를 충전한다.","충전기와 폰이 자석으로 직접 연결된다.","음파를 이용해 에너지가 전달된다.","1","무선 충전기의 송신 코일에 시간에 따라 변하는 전류가 흐르면 주변에 변하는 자기장이 생기고, 스마트폰 내부 수신 코일을 통과하는 자기 선속이 변하면서 전자기 유도 현상에 의해 수신 코일에 유도 전류가 흘러 배터리를 충전합니다."
"174","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자기 유도 방식 무선 충전의 한계로 옳은 것은?","송신 코일과 수신 코일의 거리가 가까울 때만 전력 송신이 가능하다.","거리에 무관하게 항상 같은 효율로 충전된다.","건물 전체의 모든 기기를 동시에 충전할 수 있다.","유선 충전보다 항상 더 빠르다.","1","자기 유도 방식 기술은 송신 코일과 수신 코일이 만드는 자속의 결합(coupling)에 의존하므로 거리가 멀어지면 효율이 급격히 떨어집니다. 따라서 두 코일이 가까울 때만 전력 송신이 가능합니다."
"175","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","자기 공명 방식 무선 충전이 자기 유도 방식과 비교해 갖는 장점으로 옳은 것은?","송신 코일과 수신 코일 사이의 공명 현상을 이용해 더 먼 거리까지 전력 송신이 가능하다.","전기 사용량이 줄어든다.","충전기가 작아진다.","코일이 필요 없다.","1","자기 공명 방식은 송신·수신 코일의 고유 진동수를 일치시켜 공명 현상을 통해 에너지를 효율적으로 전달합니다. 이로 인해 자기 유도 방식보다 먼 거리까지 전력 송신이 가능하여 집안의 여러 전자 기기를 동시에 충전할 수도 있습니다."
"176","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","공항 등에서 사용하는 금속 탐지기의 작동 원리로 옳은 것은?","빛이 금속에 반사되는 것을 감지한다.","금속의 무게로 압력을 측정한다.","송신 코일이 만드는 자기장이 금속에 유도 전류를 만들고, 그 유도 전류의 자기장이 다시 수신 코일에 유도 전류를 만들어 금속의 존재를 감지한다.","금속의 색을 감지한다.","3","금속 탐지기는 송신 코일이 만드는 자기장에 의해 금속에 유도 전류가 흐르고, 이 유도 전류가 다시 자기장을 만들어 수신 코일에 또 다른 유도 전류를 흐르게 합니다. 이 신호로 금속의 존재를 감지합니다."
"177","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","도로의 자동차 차단기 앞에 매설된 코일의 역할로 옳은 것은?","자동차의 무게를 측정한다.","도로의 마찰력을 줄인다.","차량 번호를 인식한다.","자동차가 코일 위를 지날 때 코일에 흐르는 전류의 변화를 감지하여 차단기를 작동시킨다.","4","자동차 차단기 앞에는 전류가 흐르는 코일이 매설되어 있는데, 자동차(금속체)가 코일 위를 지나면 코일을 통과하는 자기 선속이 변해 코일에 흐르는 전류가 변합니다. 이 전류 변화를 감지해 차단기를 열고 닫습니다."
"178","PHY","물리학","2","전기와 자기","2","자기","3","전자기 유도","","theory","ba","","스마트 기기의 전자 펜이 위치, 각도, 압력 등의 정보를 인식하는 원리로 가장 옳은 것은?","펜이 빛을 방출해 화면이 인식한다.","펜과 화면 사이에 직접 전류가 흐른다.","펜에서 음파를 내 위치를 측정한다.","스마트 기기 화면 아래의 자기장 발생 장치와 펜 내부의 코일 사이에서 일어나는 전자기 유도 현상을 이용한다.","4","스마트 기기 화면 아래에는 자기장 발생 장치가 있고, 전자 펜 내부에는 코일이 감겨 있습니다. 펜이 화면 위에 있을 때 전자기 유도 현상에 의해 펜의 위치, 각도, 끝의 압력 등에 따라 다른 유도 신호가 발생하여 정보를 파악합니다."
