문제번호,과목코드,과목명,대단원번호,대단원명,중단원번호,중단원명,섹션번호,섹션명,키워드,유형,난이도,배점,문제내용,보기1,보기2,보기3,보기4,정답,해설
541,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,"기호 W, Q, U의 의미를 순서대로 옳게 짝지은 것은?","일, 열, 내부 에너지","열, 일, 내부 에너지","일, 내부 에너지, 열","내부 에너지, 열, 일",1,"W는 일(work), Q는 열(quantity of heat), U는 내부 에너지(internal energy)입니다. 이 세 가지가 열역학 제1법칙을 구성하는 양들입니다."
542,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,압력의 정의로 옳은 것은?,단위 부피당 작용하는 힘,단위 시간당 작용하는 힘,단위 넓이에 수직으로 작용하는 힘,단위 길이당 작용하는 힘,3,압력 P = F / A. 넓이 A인 면에 수직으로 작용하는 힘 F를 넓이로 나눈 값입니다. 같은 힘이라도 닿는 면적이 좁을수록 압력이 커집니다.
543,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,기체의 압력이 생기는 근원으로 옳은 것은?,기체 분자가 서로 끌어당기기 때문,기체의 질량이 벽을 누르기 때문,기체가 전자기파를 방출하기 때문,기체 분자가 용기 벽과 충돌할 때 벽에 힘을 작용하기 때문,4,"매우 많은 수의 기체 분자가 끊임없이 용기 벽에 충돌하면서 벽을 때리고, 이 힘들이 모여 측정 가능한 압력으로 나타납니다. 온도가 높아 분자 운동이 활발할수록 충돌이 잦고 세져 압력이 커집니다."
544,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,단면적이 A인 피스톤이 일정한 압력 P를 받으며 거리 ΔL만큼 밀려났다. 이때 기체가 한 일 W를 나타내는 식으로 옳은 것은?,W = P / ΔV,W = PΔV,W = P + ΔV,W = PΔV²,2,기체가 한 일은 W = PΔV 입니다. 압력이 일정할 때 압력과 부피 변화량의 곱으로 구합니다.
545,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ad,5,[심화] 위 상황에서 W = PΔV가 유도되는 과정으로 옳은 것은?,W = F / ΔL = PAΔL = PΔV,W = FΔL = (P / A) × ΔL = PΔV,W = FΔL = PAΔL = P(V₂ − V₁) = PΔV,W = FΔL = (PA / ΔL) = PΔV,3,일의 정의 W = FΔL 에서 출발합니다. 압력의 정의 P = F/A 에서 F = PA 이므로 W = PAΔL. 여기서 단면적 A에 밀려난 거리 ΔL을 곱한 AΔL이 곧 기체의 부피 변화량 V₂ − V₁ 이므로 W = PΔV 가 됩니다. 압력의 정의에서 시작한다는 점이 핵심입니다.
546,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,기체의 부피-압력 그래프에서 그래프 아래의 넓이가 나타내는 물리량은?,기체의 내부 에너지,기체의 온도,기체가 흡수한 열,기체가 한 일,4,"세로축이 압력 P, 가로축이 부피 V이므로 넓이는 P × ΔV, 즉 기체가 한 일입니다. 앞서 배운 F-s 그래프의 넓이가 일이었던 것과 같은 구조입니다."
547,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,"기체가 팽창하여 부피가 늘어날 때, 기체가 한 일에 대한 설명으로 옳은 것은?",기체가 외부에 일을 하므로 W > 0 이다.,기체가 외부로부터 일을 받으므로 W < 0 이다.,기체는 일을 하지 않으므로 W = 0 이다.,부피 변화와 일은 아무 관계가 없다.,1,"팽창은 ΔV > 0 이므로 W = PΔV > 0, 즉 기체가 외부에 일을 해 준 것입니다. 반대로 압축되면 ΔV < 0 이 되어 기체가 외부로부터 일을 받습니다. 부호는 부피가 늘었는지 줄었는지로 판단합니다."
548,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,열기관의 정의로 옳은 것은?,일을 열로 전환하는 장치,열을 일로 전환하는 장치,온도를 낮추기만 하는 장치,에너지를 새로 만들어 내는 장치,2,"열기관은 열을 일로 전환하는 장치입니다. 증기 터빈, 자동차의 내연 기관이 대표적입니다. 고열원에서 열을 받아 일부를 일로 바꾸고 나머지는 저열원으로 방출합니다."
549,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,"열기관이 고열원에서 Q₁의 열을 받아 W만큼의 일을 하고 저열원으로 Q₂의 열을 방출할 때, 성립하는 관계식으로 옳은 것은?",Q₁ = W − Q₂,Q₁ = W × Q₂,Q₁ = W + Q₂,W = Q₁ + Q₂,3,"에너지의 총량이 보존되므로 (받은 열) = (한 일) + (방출한 열), 즉 Q₁ = W + Q₂ 입니다. 이를 W에 대해 정리하면 W = Q₁ − Q₂ 가 됩니다."
550,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,열효율의 정의식으로 옳은 것은?,열효율 = Q₁ / W,열효율 = W / Q₂,열효율 = Q₂ / Q₁,열효율 = W / Q₁,4,"열효율 = (열기관이 한 일) / (열기관이 받은 열) = W / Q₁ 입니다. 공급한 열 중에서 얼마만큼을 일로 바꿔 냈는지를 나타내는 비율이므로, 분모가 받은 열 Q₁ 이라는 점이 핵심입니다."
551,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,열효율을 Q₁과 Q₂만으로 나타낸 식으로 옳은 것은?,1 + Q₂/Q₁,Q₂/Q₁ − 1,1 − Q₁/Q₂,1 − Q₂/Q₁,4,W = Q₁ − Q₂ 이므로 열효율 = W/Q₁ = (Q₁ − Q₂)/Q₁ = 1 − Q₂/Q₁ 입니다. 방출하는 열 Q₂가 작을수록 열효율이 높아진다는 것을 이 식에서 바로 읽을 수 있습니다.
552,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ad,5,[심화] 어떤 열기관이 고열원에서 500 J의 열을 받아 150 J의 일을 하였다. 이 열기관의 열효율과 저열원으로 방출한 열을 옳게 짝지은 것은?,"30 %, 650 J","70 %, 350 J","30 %, 350 J","15 %, 350 J",3,"열효율 = W/Q₁ = 150/500 = 0.3, 즉 30 % 입니다. 방출한 열은 Q₂ = Q₁ − W = 500 − 150 = 350 J 입니다. 열효율은 방출한 열의 비율(70 %)이 아니라 일로 바뀐 비율이라는 점에 주의합니다."
553,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,열의 이동 방향에 대한 설명으로 옳은 것은?,열은 항상 온도가 높은 곳에서 낮은 곳으로 저절로 이동한다.,열은 항상 온도가 낮은 곳에서 높은 곳으로 저절로 이동한다.,열은 양쪽으로 똑같이 이동한다.,열은 크기가 큰 물체에서 작은 물체로 이동한다.,1,"열의 이동에는 항상 방향성이 있습니다. 얼음이 주변의 열을 흡수해 녹는 일은 저절로 일어나지만, 녹은 물이 스스로 열을 방출하여 다시 얼음이 되는 일은 일어나지 않습니다. 두 경우 모두 에너지 보존에는 어긋나지 않지만, 실제로는 한 방향으로만 진행합니다."
554,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,냉장고는 온도가 낮은 안쪽에서 온도가 높은 바깥쪽으로 열을 옮긴다. 이에 대한 설명으로 옳은 것은?,열역학 제2법칙에 위배되는 현상이다.,자연적으로 저절로 일어나는 열의 이동이다.,냉장고 안의 열이 저절로 사라지는 것이다.,"강제적인 열의 이동으로, 외부에서 추가적인 에너지를 공급해야만 가능하다.",4,"냉장고나 에어컨은 자연적인 방향과 반대로 열을 옮기지만, 이는 전기 에너지를 계속 공급받아 강제로 일으키는 것입니다. 에너지를 공급받는다는 조건이 붙으므로 열역학 제2법칙에 위배되지 않습니다. 저절로 일어나지 않는다는 점이 핵심입니다."
555,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,열기관의 열효율이 1(100 %)이 될 수 없는 까닭으로 옳은 것은?,에너지 보존 법칙에 위배되기 때문,"열기관이 작동할 때 저온의 주변으로 열이 이동하는 것을 막을 수 없어, 공급한 열의 일부만 일로 전환되기 때문",열기관의 부품이 마모되기 때문,고열원의 온도를 충분히 높일 수 없기 때문,2,"열효율이 1이려면 Q₂ = 0 이어야 하는데, 열기관이 작동하는 한 저온의 주변으로 열이 빠져나가는 것을 막을 수 없습니다. 따라서 공급한 열의 일부만 일로 전환됩니다. 부품 마모 같은 기술적 한계가 아니라 자연 법칙에 의한 근본적인 한계라는 점이 중요합니다."
556,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,영구 기관을 만들 수 없는 까닭으로 옳은 것은?,영구 기관은 에너지 보존 법칙과 열 이동의 방향성이라는 자연의 근본 법칙을 위배하기 때문,영구 기관은 기술이 아직 부족해 못 만들 뿐 원리적으로는 가능하기 때문,영구 기관은 마찰만 없애면 만들 수 있기 때문,영구 기관은 열효율이 0이기 때문,1,영구 기관은 외부에서 에너지를 공급받지 않고 스스로 영구히 작동하며 일을 하는 장치입니다. 이는 에너지 보존 법칙과 열 이동의 방향성이라는 자연의 근본 법칙에 어긋나므로 만들 수 없습니다. 기술 부족이 아니라 원리적으로 불가능하다는 점이 핵심입니다.
557,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ad,5,[심화] 이상 기체 상태 방정식과 각 기호의 의미로 옳은 것은?,"PV = nRT — n은 몰수, R은 기체 상수, T는 절대 온도","PV = nRT — n은 질량, R은 압력, T는 섭씨 온도","P / V = nRT — n은 몰수, R은 기체 상수, T는 절대 온도","PV = nR / T — n은 몰수, R은 기체 상수, T는 절대 온도",1,"PV = nRT. P는 압력, V는 부피, n은 몰수, R은 기체 상수, T는 절대 온도(K)입니다. T가 섭씨가 아니라 절대 온도라는 점이 자주 실수하는 부분입니다. 이 식에 따르면 온도가 일정할 때 압력과 부피는 반비례합니다."
558,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ad,5,[심화] 열기관이 저열원으로 방출한 열 Q₂를 다시 고열원으로 되돌려 쓰면 열효율 100 %인 기관을 만들 수 있을 것처럼 보인다. 이것이 불가능한 까닭으로 옳은 것은?,에너지 보존 법칙에 위배되기 때문,방출한 열 Q₂의 크기가 너무 작기 때문,"저온의 열원으로 보내진 열을 다시 고온의 열원으로 되돌려 일을 하게 하는 과정이 필요한데, 이것이 열역학 제2법칙에 모순되기 때문",열은 이동할 때마다 저절로 사라지기 때문,3,"이 발상은 에너지 보존 법칙(제1법칙)에는 어긋나지 않습니다. 총량이 그대로이기 때문입니다. 문제는 저온으로 내려간 열을 저절로 고온으로 되돌릴 수 없다는 데 있습니다. 되돌리려면 외부에서 다시 일을 해 주어야 하고, 그러면 얻는 것보다 들이는 것이 커집니다. 이 방향성이 열역학 제2법칙입니다."
559,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ad,5,"[심화] 농구공 위에 작은 공을 살짝 얹은 채 함께 떨어뜨리면, 작은 공이 처음 높이보다 훨씬 높이 튀어 오른다. 이 현상에 대한 설명으로 옳은 것은?",작은 공이 새로운 에너지를 만들어 내므로 에너지 보존 법칙이 성립하지 않는다.,바닥에서 먼저 튀어 오른 농구공이 아직 내려오던 작은 공과 충돌하면서 자신의 운동 에너지 상당 부분을 작은 공에 넘겨주기 때문이다.,작은 공의 질량이 순간적으로 줄어들기 때문이다.,공기 저항이 작은 공만 위로 밀어 올리기 때문이다.,2,"무거운 농구공이 먼저 바닥에서 튕겨 위로 올라오고, 그 위에서 아직 내려오고 있던 가벼운 공과 정면으로 충돌합니다. 이때 무거운 공이 가진 운동 에너지의 상당 부분이 가벼운 공으로 옮겨 갑니다. 질량이 작으므로 같은 에너지를 받아도 속력이 훨씬 커져 높이 튀어 오릅니다. 두 공 전체로 보면 에너지의 총량은 보존됩니다."
